Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
1	Immune cells	CD4Tconv	CD4Tn	CYTIP	0.3	52.4	2.31e-07
1	Immune cells	CD4Tconv	CD4Tn	CCL5	-0.9	45.0	2.32e-07
1	Immune cells	CD4Tconv	CD4Tn	ANXA1	-0.47	45.5	2.35e-07
1	Immune cells	CD4Tconv	CD4Tn	GCC2	0.39	35.1	2.36e-07
1	Immune cells	CD4Tconv	CD4Tn	ANKRD36	0.28	25.1	2.39e-07
1	Immune cells	CD4Tconv	CD4Tn	IL17RA	-0.43	7.9	2.47e-07
1	Immune cells	CD4Tconv	CD4Tn	FES	-0.38	1.6	2.55e-07
1	Immune cells	CD4Tconv	CD4Tn	TOB1	0.32	31.4	2.6e-07
1	Immune cells	CD4Tconv	CD4Tn	ZNF106	-0.46	9.9	2.75e-07
1	Immune cells	CD4Tconv	CD4Tn	PTPN12	-0.4	4.2	2.8e-07
1	Immune cells	CD4Tconv	CD4Tn	GAPT	-0.36	0.0	2.81e-07
1	Immune cells	CD4Tconv	CD4Tn	PICALM	-0.4	4.7	2.83e-07
1	Immune cells	CD4Tconv	CD4Tn	GNS	-0.42	3.1	2.89e-07
1	Immune cells	CD4Tconv	CD4Tn	C20orf24	-0.41	16.8	2.95e-07
1	Immune cells	CD4Tconv	CD4Tn	PDE4B	0.26	15.7	3.02e-07
1	Immune cells	CD4Tconv	CD4Tn	LBH	0.32	38.2	3.16e-07
1	Immune cells	CD4Tconv	CD4Tn	PEBP1	0.38	42.4	3.27e-07
1	Immune cells	CD4Tconv	CD4Tn	CHP1	-0.46	6.8	3.38e-07
1	Immune cells	CD4Tconv	CD4Tn	CORO1C	-0.4	2.1	3.41e-07
1	Immune cells	CD4Tconv	CD4Tn	BST1	-0.38	1.0	3.62e-07
1	Immune cells	CD4Tconv	CD4Tn	PLXDC2	-0.38	1.0	3.91e-07
1	Immune cells	CD4Tconv	CD4Tn	STX7	-0.42	6.8	3.96e-07
1	Immune cells	CD4Tconv	CD4Tn	RBM47	-0.36	0.5	3.96e-07
1	Immune cells	CD4Tconv	CD4Tn	FAM198B	-0.39	0.5	4.12e-07
1	Immune cells	CD4Tconv	CD4Tn	ZFAND5	-0.46	11.5	4.16e-07
1	Immune cells	CD4Tconv	CD4Tn	RIN3	-0.4	4.2	4.25e-07
1	Immune cells	CD4Tconv	CD4Tn	ALDOA	-0.39	70.7	4.45e-07
1	Immune cells	CD4Tconv	CD4Tn	CD33	-0.37	2.1	4.82e-07
1	Immune cells	CD4Tconv	CD4Tn	SDPR	-0.76	2.6	4.98e-07
1	Immune cells	CD4Tconv	CD4Tn	GPCPD1	-0.39	3.7	5.24e-07
1	Immune cells	CD4Tconv	CD4Tn	GNLY	-2.19	14.7	5.24e-07
1	Immune cells	CD4Tconv	CD4Tn	BACH1	-0.4	2.6	6.42e-07
1	Immune cells	CD4Tconv	CD4Tn	VCL	-0.48	4.2	6.49e-07
1	Immune cells	CD4Tconv	CD4Tn	GPR171	0.3	19.9	6.58e-07
1	Immune cells	CD4Tconv	CD4Tn	ETS2	-0.34	1.6	7.22e-07
1	Immune cells	CD4Tconv	CD4Tn	LAMTOR2	-0.42	16.8	7.59e-07
1	Immune cells	CD4Tconv	CD4Tn	GPR155	0.27	22.5	8.42e-07
1	Immune cells	CD4Tconv	CD4Tn	OGFRL1	-0.43	4.7	8.86e-07
1	Immune cells	CD4Tconv	CD4Tn	SH2B3	-0.33	0.5	9.27e-07
1	Immune cells	CD4Tconv	CD4Tn	VAMP8	-0.39	49.7	9.79e-07
1	Immune cells	CD4Tconv	CD4Tn	CRISPLD2	-0.42	0.5	9.88e-07
1	Immune cells	CD4Tconv	CD4Tn	POLR2L	-0.35	52.9	1.04e-06
1	Immune cells	CD4Tconv	CD4Tn	SULT1A1	-0.38	2.1	1.11e-06
1	Immune cells	CD4Tconv	CD4Tn	COX6C	0.28	79.6	1.18e-06
1	Immune cells	CD4Tconv	CD4Tn	FAM49B	-0.43	31.4	1.21e-06
1	Immune cells	CD4Tconv	CD4Tn	PGK1	-0.39	35.1	1.28e-06
1	Immune cells	CD4Tconv	CD4Tn	FGD4	-0.31	0.0	1.33e-06
1	Immune cells	CD4Tconv	CD4Tn	FGFBP2	-1.09	6.8	1.33e-06
1	Immune cells	CD4Tconv	CD4Tn	F13A1	-0.44	1.6	1.36e-06
1	Immune cells	CD4Tconv	CD4Tn	CAPNS1	-0.45	16.8	1.37e-06
1	Immune cells	CD4Tconv	CD4Tn	TMEM243	0.28	37.2	1.41e-06
1	Immune cells	CD4Tconv	CD4Tn	GAS7	-0.34	1.6	1.43e-06
1	Immune cells	CD4Tconv	CD4Tn	CD86	-0.31	0.5	1.44e-06
1	Immune cells	CD4Tconv	CD4Tn	MT-ND3	-0.26	100.0	1.47e-06
1	Immune cells	CD4Tconv	CD4Tn	ADRBK1	-0.4	7.3	1.5e-06
1	Immune cells	CD4Tconv	CD4Tn	PDLIM1	-0.44	2.1	1.51e-06
1	Immune cells	CD4Tconv	CD4Tn	TPI1	-0.41	38.7	1.59e-06
1	Immune cells	CD4Tconv	CD4Tn	SOX4	-0.36	1.0	1.6e-06
1	Immune cells	CD4Tconv	CD4Tn	ATOX1	-0.43	13.1	1.68e-06
1	Immune cells	CD4Tconv	CD4Tn	WARS	-0.35	1.0	1.74e-06
1	Immune cells	CD4Tconv	CD4Tn	CLTC	-0.4	6.3	1.74e-06
1	Immune cells	CD4Tconv	CD4Tn	PPT1	-0.49	19.9	1.76e-06
1	Immune cells	CD4Tconv	CD4Tn	CSGALNACT2	-0.36	2.6	1.87e-06
1	Immune cells	CD4Tconv	CD4Tn	FCGR1A	-0.31	0.0	1.92e-06
1	Immune cells	CD4Tconv	CD4Tn	HCST	-0.45	76.4	1.95e-06
1	Immune cells	CD4Tconv	CD4Tn	ATP6AP2	-0.41	19.9	2e-06
1	Immune cells	CD4Tconv	CD4Tn	MEF2A	-0.35	2.1	2.01e-06
1	Immune cells	CD4Tconv	CD4Tn	NECAP2	0.31	33.5	2.01e-06
1	Immune cells	CD4Tconv	CD4Tn	CTSC	-0.42	22.0	2.09e-06
1	Immune cells	CD4Tconv	CD4Tn	SYNE2	0.3	31.9	2.25e-06
1	Immune cells	CD4Tconv	CD4Tn	TMEM170B	-0.33	0.0	2.46e-06
1	Immune cells	CD4Tconv	CD4Tn	TLR4	-0.31	0.0	2.46e-06
1	Immune cells	CD4Tconv	CD4Tn	RP2	-0.36	0.0	2.46e-06
1	Immune cells	CD4Tconv	CD4Tn	LILRB3	-0.33	1.6	2.53e-06
1	Immune cells	CD4Tconv	CD4Tn	CSF2RA	-0.3	0.0	2.8e-06
1	Immune cells	CD4Tconv	CD4Tn	EIF4A2	0.31	75.9	2.85e-06
1	Immune cells	CD4Tconv	CD4Tn	SH3BGRL	-0.43	44.0	2.85e-06
1	Immune cells	CD4Tconv	CD4Tn	EIF4B	0.28	72.8	2.86e-06
1	Immune cells	CD4Tconv	CD4Tn	HMGN1	0.31	69.1	2.92e-06
1	Immune cells	CD4Tconv	CD4Tn	SLC16A3	-0.34	4.2	2.92e-06
1	Immune cells	CD4Tconv	CD4Tn	ARRB2	-0.45	26.7	3.08e-06
1	Immune cells	CD4Tconv	CD4Tn	EVI2B	-0.44	54.5	3.08e-06
1	Immune cells	CD4Tconv	CD4Tn	SPG21	-0.42	18.8	3.12e-06
1	Immune cells	CD4Tconv	CD4Tn	ALDH1A1	-0.35	0.0	3.15e-06
1	Immune cells	CD4Tconv	CD4Tn	FAM45A	-0.46	10.5	3.22e-06
1	Immune cells	CD4Tconv	CD4Tn	NFAM1	-0.35	1.6	3.22e-06
1	Immune cells	CD4Tconv	CD4Tn	ATP5I	-0.4	60.7	3.22e-06
1	Immune cells	CD4Tconv	CD4Tn	SSH2	-0.41	9.9	3.28e-06
1	Immune cells	CD4Tconv	CD4Tn	ZNF385A	-0.31	1.0	3.31e-06
1	Immune cells	CD4Tconv	CD4Tn	GYPC	0.31	53.9	3.31e-06
1	Immune cells	CD4Tconv	CD4Tn	EEF1G	0.27	39.8	3.39e-06
1	Immune cells	CD4Tconv	CD4Tn	BTK	-0.27	0.5	3.51e-06
1	Immune cells	CD4Tconv	CD4Tn	LYL1	-0.36	4.2	3.67e-06
1	Immune cells	CD4Tconv	CD4Tn	CAPG	-0.42	8.4	3.83e-06
1	Immune cells	CD4Tconv	CD4Tn	RP11-356C4.3	0.3	50.8	3.84e-06
1	Immune cells	CD4Tconv	CD4Tn	TSTD1	0.28	33.0	3.91e-06
1	Immune cells	CD4Tconv	CD4Tn	POMP	-0.37	33.5	3.91e-06
1	Immune cells	CD4Tconv	CD4Tn	PPA1	0.29	51.8	3.93e-06
1	Immune cells	CD4Tconv	CD4Tn	LINC00657	-0.45	9.4	3.94e-06
1	Immune cells	CD4Tconv	CD4Tn	C1orf162	-0.44	41.9	3.98e-06
1	Immune cells	CD4Tconv	CD4Tn	DICER1	-0.38	5.8	4.04e-06
1	Immune cells	CD4Tconv	CD4Tn	GPX4	-0.42	55.5	4.12e-06
1	Immune cells	CD4Tconv	CD4Tn	MYL9	-0.73	3.7	4.15e-06
1	Immune cells	CD4Tconv	CD4Tn	KLF10	-0.39	4.7	4.16e-06
1	Immune cells	CD4Tconv	CD4Tn	CAPZA1	-0.39	30.4	4.36e-06
1	Immune cells	CD4Tconv	CD4Tn	CATSPER1	-0.31	0.0	4.5e-06
1	Immune cells	CD4Tconv	CD4Tn	TTC19	0.25	32.5	4.53e-06
1	Immune cells	CD4Tconv	CD4Tn	SMIM14	-0.28	3.7	4.57e-06
1	Immune cells	CD4Tconv	CD4Tn	SNRPD2	0.25	80.1	4.65e-06
1	Immune cells	CD4Tconv	CD4Tn	SATB1	0.3	22.0	4.73e-06
1	Immune cells	CD4Tconv	CD4Tn	LMO4	-0.39	7.9	5.03e-06
1	Immune cells	CD4Tconv	CD4Tn	SIRPB1	-0.3	0.5	5.06e-06
1	Immune cells	CD4Tconv	CD4Tn	PTPLAD2	-0.46	15.7	5.21e-06
1	Immune cells	CD4Tconv	CD4Tn	KLF4	-0.31	1.0	5.37e-06
1	Immune cells	CD4Tconv	CD4Tn	WHSC1L1	0.3	34.6	5.38e-06
1	Immune cells	CD4Tconv	CD4Tn	RHOG	-0.36	33.5	5.47e-06
1	Immune cells	CD4Tconv	CD4Tn	HMGN2	-0.36	55.0	5.66e-06
1	Immune cells	CD4Tconv	CD4Tn	C19orf59	-0.36	0.0	5.7e-06
1	Immune cells	CD4Tconv	CD4Tn	CSF1R	-0.28	0.0	5.7e-06
1	Immune cells	CD4Tconv	CD4Tn	FGD2	-0.29	0.0	5.7e-06
1	Immune cells	CD4Tconv	CD4Tn	MTMR11	-0.29	0.0	5.7e-06
1	Immune cells	CD4Tconv	CD4Tn	LGALS2	-0.35	0.0	5.7e-06
1	Immune cells	CD4Tconv	CD4Tn	TMBIM4	-0.4	29.3	5.72e-06
1	Immune cells	CD4Tconv	CD4Tn	SUPT4H1	-0.4	19.9	5.73e-06
1	Immune cells	CD4Tconv	CD4Tn	TLR8	-0.3	0.5	5.74e-06
1	Immune cells	CD4Tconv	CD4Tn	SLFN5	0.29	27.2	5.86e-06
1	Immune cells	CD4Tconv	CD4Tn	ADRBK2	-0.35	1.6	5.93e-06
1	Immune cells	CD4Tconv	CD4Tn	PRF1	-0.93	15.2	5.98e-06
1	Immune cells	CD4Tconv	CD4Tn	SAP30	-0.32	1.6	6.38e-06
1	Immune cells	CD4Tconv	CD4Tn	EIF4A1	-0.36	59.7	6.48e-06
1	Immune cells	CD4Tconv	CD4Tn	YWHAB	-0.37	53.4	6.5e-06
1	Immune cells	CD4Tconv	CD4Tn	DOK3	-0.31	0.5	6.64e-06
1	Immune cells	CD4Tconv	CD4Tn	PTBP3	-0.4	12.0	6.86e-06
1	Immune cells	CD4Tconv	CD4Tn	DPYD	-0.43	8.9	7.01e-06
1	Immune cells	CD4Tconv	CD4Tn	SRSF5	0.3	71.7	7.68e-06
1	Immune cells	CD4Tconv	CD4Tn	ASCL2	-0.35	1.0	7.83e-06
1	Immune cells	CD4Tconv	CD4Tn	PCBP1	-0.37	56.5	7.84e-06
1	Immune cells	CD4Tconv	CD4Tn	OSTF1	-0.39	28.3	7.84e-06
1	Immune cells	CD4Tconv	CD4Tn	LPGAT1	-0.35	4.7	7.94e-06
1	Immune cells	CD4Tconv	CD4Tn	ZFP36	-0.48	28.8	8.18e-06
1	Immune cells	CD4Tconv	CD4Tn	SPTLC2	-0.33	5.2	8.28e-06
1	Immune cells	CD4Tconv	CD4Tn	BNIP3L	-0.5	19.9	8.38e-06
1	Immune cells	CD4Tconv	CD4Tn	EGR1	-0.36	0.5	8.44e-06
1	Immune cells	CD4Tconv	CD4Tn	PTAFR	-0.31	1.0	8.7e-06
1	Immune cells	CD4Tconv	CD4Tn	HNRNPA1L2	0.3	46.6	8.83e-06
1	Immune cells	CD4Tconv	CD4Tn	CES1	-0.36	1.6	9.19e-06
1	Immune cells	CD4Tconv	CD4Tn	GZMA	-0.77	24.1	9.23e-06
1	Immune cells	CD4Tconv	CD4Tn	GLRX	-0.44	30.4	9.24e-06
1	Immune cells	CD4Tconv	CD4Tn	IL13RA1	-0.29	0.5	9.24e-06
1	Immune cells	CD4Tconv	CD4Tn	CCR2	-0.32	2.6	9.32e-06
1	Immune cells	CD4Tconv	CD4Tn	MYH9	-0.42	28.3	9.33e-06
1	Immune cells	CD4Tconv	CD4Tn	KIAA0930	-0.34	2.1	9.38e-06
1	Immune cells	CD4Tconv	CD4Tn	CLU	-0.72	3.7	9.85e-06
2	Immune cells	CD8Tex	CD8Tex	CD8B	1.63	83.6	4.46e-120
2	Immune cells	CD8Tex	CD8Tex	GZMK	1.83	81.5	9.15e-113
2	Immune cells	CD8Tex	CD8Tex	CMC1	2.08	89.9	8.59e-112
2	Immune cells	CD8Tex	CD8Tex	CD8A	1.65	83.1	1.15e-104
2	Immune cells	CD8Tex	CD8Tex	KLRD1	1.29	82.0	4.38e-81
2	Immune cells	CD8Tex	CD8Tex	CCL4	1.62	81.5	1.3e-80
2	Immune cells	CD8Tex	CD8Tex	GZMH	1.31	92.1	7.74e-77
2	Immune cells	CD8Tex	CD8Tex	CCL5	1.57	100.0	2.34e-76
2	Immune cells	CD8Tex	CD8Tex	CST7	1.21	94.7	1.23e-75
2	Immune cells	CD8Tex	CD8Tex	KLRG1	1.18	69.3	3.15e-72
2	Immune cells	CD8Tex	CD8Tex	NKG7	1.42	100.0	2.33e-71
2	Immune cells	CD8Tex	CD8Tex	CD2	1.27	91.5	6.36e-68
2	Immune cells	CD8Tex	CD8Tex	GZMA	1.17	92.6	6.03e-67
2	Immune cells	CD8Tex	CD8Tex	CD3E	1.15	89.4	4.29e-65
2	Immune cells	CD8Tex	CD8Tex	IL32	1.15	99.5	3.6e-62
2	Immune cells	CD8Tex	CD8Tex	GZMM	1.06	83.1	1.97e-61
2	Immune cells	CD8Tex	CD8Tex	CD3D	1.09	93.1	7.24e-59
2	Immune cells	CD8Tex	CD8Tex	PTPRCAP	1.04	95.2	1.04e-55
2	Immune cells	CD8Tex	CD8Tex	CTSW	0.92	86.2	6.49e-54
2	Immune cells	CD8Tex	CD8Tex	RP11-291B21.2	0.84	34.9	2.5e-51
2	Immune cells	CD8Tex	CD8Tex	CD160	0.82	38.6	8.57e-50
2	Immune cells	CD8Tex	CD8Tex	B2M	0.49	100.0	1.68e-49
2	Immune cells	CD8Tex	CD8Tex	DUSP2	1.11	49.7	9.19e-49
2	Immune cells	CD8Tex	CD8Tex	AC092580.4	1.0	61.4	2.28e-48
2	Immune cells	CD8Tex	CD8Tex	MALAT1	0.67	100.0	5.52e-45
2	Immune cells	CD8Tex	CD8Tex	RPS29	0.57	100.0	2.21e-44
2	Immune cells	CD8Tex	CD8Tex	LYAR	0.87	68.3	3.19e-44
2	Immune cells	CD8Tex	CD8Tex	PATL2	0.84	59.3	1.95e-41
2	Immune cells	CD8Tex	CD8Tex	EOMES	0.79	39.2	2.55e-40
2	Immune cells	CD8Tex	CD8Tex	XCL2	0.76	38.1	7.83e-40
2	Immune cells	CD8Tex	CD8Tex	FCER1G	-1.98	11.6	9.25e-40
2	Immune cells	CD8Tex	CD8Tex	TYROBP	-2.42	28.0	4.68e-39
2	Immune cells	CD8Tex	CD8Tex	RPS27	0.48	100.0	2.2e-38
2	Immune cells	CD8Tex	CD8Tex	HCST	0.72	97.4	2.74e-35
2	Immune cells	CD8Tex	CD8Tex	RPL23A	0.51	100.0	5.9e-35
2	Immune cells	CD8Tex	CD8Tex	LCK	0.82	70.4	5.22e-34
2	Immune cells	CD8Tex	CD8Tex	SH2D1A	0.72	39.7	6.86e-34
2	Immune cells	CD8Tex	CD8Tex	FTH1	-1.15	97.9	7.55e-34
2	Immune cells	CD8Tex	CD8Tex	CD3G	0.83	66.1	7.55e-34
2	Immune cells	CD8Tex	CD8Tex	HLA-C	0.51	99.5	8.9e-34
2	Immune cells	CD8Tex	CD8Tex	LYZ	-3.13	27.5	1.26e-33
2	Immune cells	CD8Tex	CD8Tex	RP11-1143G9.4	-2.76	6.9	1.47e-33
2	Immune cells	CD8Tex	CD8Tex	RARRES3	0.84	78.8	8.53e-33
2	Immune cells	CD8Tex	CD8Tex	HLA-A	0.53	100.0	9.31e-33
2	Immune cells	CD8Tex	CD8Tex	LST1	-1.85	13.2	1.25e-32
2	Immune cells	CD8Tex	CD8Tex	CST3	-2.12	27.5	1.41e-32
2	Immune cells	CD8Tex	CD8Tex	FCN1	-1.97	7.9	1.64e-32
2	Immune cells	CD8Tex	CD8Tex	TSPO	-1.29	34.9	4.62e-32
2	Immune cells	CD8Tex	CD8Tex	CD7	0.63	74.1	4.89e-32
2	Immune cells	CD8Tex	CD8Tex	PSAP	-1.51	28.0	1.21e-31
2	Immune cells	CD8Tex	CD8Tex	AIF1	-1.78	12.7	2.48e-31
2	Immune cells	CD8Tex	CD8Tex	TKT	-1.33	18.0	2.95e-31
2	Immune cells	CD8Tex	CD8Tex	CTSS	-1.95	38.6	1.33e-30
2	Immune cells	CD8Tex	CD8Tex	VCAN	-1.99	4.8	2.2e-30
2	Immune cells	CD8Tex	CD8Tex	CSTA	-1.5	3.2	1.45e-29
2	Immune cells	CD8Tex	CD8Tex	LAG3	0.5	24.9	1.82e-29
2	Immune cells	CD8Tex	CD8Tex	FGL2	-1.4	2.1	4.66e-29
2	Immune cells	CD8Tex	CD8Tex	PRF1	0.45	65.6	1.28e-28
2	Immune cells	CD8Tex	CD8Tex	GRN	-1.29	8.5	5.78e-28
2	Immune cells	CD8Tex	CD8Tex	MNDA	-1.71	11.1	9.92e-28
2	Immune cells	CD8Tex	CD8Tex	MATK	0.67	46.0	1.1e-27
2	Immune cells	CD8Tex	CD8Tex	CCL3	0.74	29.6	1.19e-27
2	Immune cells	CD8Tex	CD8Tex	S100A12	-2.43	14.8	1.22e-27
2	Immune cells	CD8Tex	CD8Tex	PYHIN1	0.64	47.6	1.59e-27
2	Immune cells	CD8Tex	CD8Tex	RPS19	0.4	100.0	1.76e-27
2	Immune cells	CD8Tex	CD8Tex	LGALS1	-1.37	55.6	3.45e-27
2	Immune cells	CD8Tex	CD8Tex	TNIP3	0.44	17.5	3.84e-27
2	Immune cells	CD8Tex	CD8Tex	GPX1	-1.55	55.6	3.88e-27
2	Immune cells	CD8Tex	CD8Tex	RPL27A	0.35	100.0	6.71e-27
2	Immune cells	CD8Tex	CD8Tex	CHST12	0.64	53.4	7.75e-27
2	Immune cells	CD8Tex	CD8Tex	RPS3	0.4	100.0	1.19e-26
2	Immune cells	CD8Tex	CD8Tex	RPSA	0.52	100.0	1.96e-26
2	Immune cells	CD8Tex	CD8Tex	FYN	0.74	60.8	3.89e-26
2	Immune cells	CD8Tex	CD8Tex	AP1S2	-1.22	24.3	4.68e-26
2	Immune cells	CD8Tex	CD8Tex	ISG20	0.69	70.4	4.77e-26
2	Immune cells	CD8Tex	CD8Tex	C12orf75	0.69	61.4	5.27e-26
2	Immune cells	CD8Tex	CD8Tex	RPL3	0.42	100.0	6.48e-26
2	Immune cells	CD8Tex	CD8Tex	S100A9	-2.84	91.5	8.6e-26
2	Immune cells	CD8Tex	CD8Tex	FOS	-1.57	12.7	9.13e-26
2	Immune cells	CD8Tex	CD8Tex	RPS15A	0.3	100.0	1.12e-25
2	Immune cells	CD8Tex	CD8Tex	RP11-94L15.2	0.59	36.5	1.18e-25
2	Immune cells	CD8Tex	CD8Tex	MS4A6A	-1.32	4.2	1.46e-25
2	Immune cells	CD8Tex	CD8Tex	HLA-B	0.33	100.0	1.7e-25
2	Immune cells	CD8Tex	CD8Tex	RPSAP58	0.54	99.5	5.97e-25
2	Immune cells	CD8Tex	CD8Tex	TIGIT	0.56	25.9	6.39e-25
2	Immune cells	CD8Tex	CD8Tex	ACAP1	0.68	71.4	1.08e-24
2	Immune cells	CD8Tex	CD8Tex	FCRL6	0.55	31.7	1.42e-24
2	Immune cells	CD8Tex	CD8Tex	GGA1	0.83	43.9	6.06e-24
2	Immune cells	CD8Tex	CD8Tex	S100A8	-2.91	69.8	8.72e-24
2	Immune cells	CD8Tex	CD8Tex	CLEC2B	0.66	58.2	1.28e-23
2	Immune cells	CD8Tex	CD8Tex	CYBB	-1.17	2.6	3.07e-23
2	Immune cells	CD8Tex	CD8Tex	EVL	0.61	81.5	3.79e-23
2	Immune cells	CD8Tex	CD8Tex	ZFP36L2	0.62	95.8	4.48e-23
2	Immune cells	CD8Tex	CD8Tex	RGS2	-1.4	5.8	4.62e-23
2	Immune cells	CD8Tex	CD8Tex	APOBEC3G	0.64	55.0	4.72e-23
2	Immune cells	CD8Tex	CD8Tex	CXCR6	0.44	14.3	7.85e-23
2	Immune cells	CD8Tex	CD8Tex	NPC2	-1.08	18.0	8.21e-23
2	Immune cells	CD8Tex	CD8Tex	RPL41	0.28	100.0	9.57e-23
2	Immune cells	CD8Tex	CD8Tex	H3F3A	-0.7	96.8	4.6e-22
2	Immune cells	CD8Tex	CD8Tex	CFD	-1.09	2.6	5.82e-22
2	Immune cells	CD8Tex	CD8Tex	SAT1	-1.26	39.7	6.61e-22
2	Immune cells	CD8Tex	CD8Tex	RPS18	0.31	100.0	6.61e-22
2	Immune cells	CD8Tex	CD8Tex	STK17A	0.62	51.3	9.37e-22
2	Immune cells	CD8Tex	CD8Tex	CFP	-1.02	3.2	1.01e-21
2	Immune cells	CD8Tex	CD8Tex	MPEG1	-1.05	2.6	1.08e-21
2	Immune cells	CD8Tex	CD8Tex	DENND2D	0.64	44.4	1.12e-21
2	Immune cells	CD8Tex	CD8Tex	HLA-DRA	-1.47	43.4	2.15e-21
2	Immune cells	CD8Tex	CD8Tex	CD36	-1.12	2.6	2.32e-21
2	Immune cells	CD8Tex	CD8Tex	SPI1	-1.0	3.7	2.45e-21
2	Immune cells	CD8Tex	CD8Tex	RPS25	0.31	100.0	2.76e-21
2	Immune cells	CD8Tex	CD8Tex	APBA2	0.43	23.3	7.19e-21
2	Immune cells	CD8Tex	CD8Tex	NUP214	-0.99	4.2	9.38e-21
2	Immune cells	CD8Tex	CD8Tex	LTA4H	-0.99	12.7	1.39e-20
2	Immune cells	CD8Tex	CD8Tex	CD14	-1.05	2.6	2.14e-20
2	Immune cells	CD8Tex	CD8Tex	SERPINA1	-1.07	2.1	2.87e-20
2	Immune cells	CD8Tex	CD8Tex	MARCH1	-0.91	1.6	2.87e-20
2	Immune cells	CD8Tex	CD8Tex	TMEM176B	-1.04	3.7	3.09e-20
2	Immune cells	CD8Tex	CD8Tex	ARL4C	0.64	50.3	5.28e-20
2	Immune cells	CD8Tex	CD8Tex	NCF1	-1.17	16.9	5.48e-20
2	Immune cells	CD8Tex	CD8Tex	LINC00861	0.65	48.1	6.32e-20
2	Immune cells	CD8Tex	CD8Tex	ARPC5L	0.62	48.1	8.21e-20
2	Immune cells	CD8Tex	CD8Tex	MSC	0.37	16.9	9.36e-20
2	Immune cells	CD8Tex	CD8Tex	KCTD12	-1.01	2.6	1.12e-19
2	Immune cells	CD8Tex	CD8Tex	VIM	-0.81	81.5	1.22e-19
2	Immune cells	CD8Tex	CD8Tex	FTL	-1.48	100.0	1.22e-19
2	Immune cells	CD8Tex	CD8Tex	RPL13A	0.25	100.0	1.22e-19
2	Immune cells	CD8Tex	CD8Tex	RPL31	0.31	100.0	1.35e-19
2	Immune cells	CD8Tex	CD8Tex	S100A6	-1.07	96.3	1.8e-19
2	Immune cells	CD8Tex	CD8Tex	STXBP2	-1.18	14.8	2.02e-19
2	Immune cells	CD8Tex	CD8Tex	DTHD1	0.28	12.2	2.08e-19
2	Immune cells	CD8Tex	CD8Tex	C9orf142	0.6	63.0	2.14e-19
2	Immune cells	CD8Tex	CD8Tex	GCA	-1.0	5.8	2.96e-19
2	Immune cells	CD8Tex	CD8Tex	LBH	0.67	45.5	2.98e-19
2	Immune cells	CD8Tex	CD8Tex	GIMAP5	0.66	49.7	5.28e-19
2	Immune cells	CD8Tex	CD8Tex	S100A11	-0.92	59.8	7.41e-19
2	Immune cells	CD8Tex	CD8Tex	CTSB	-0.77	5.8	1.78e-18
2	Immune cells	CD8Tex	CD8Tex	PTGER2	0.61	47.1	1.78e-18
2	Immune cells	CD8Tex	CD8Tex	CLEC7A	-0.87	2.1	1.81e-18
2	Immune cells	CD8Tex	CD8Tex	RNF130	-0.88	3.2	2.23e-18
2	Immune cells	CD8Tex	CD8Tex	SAMD3	0.52	39.2	2.93e-18
2	Immune cells	CD8Tex	CD8Tex	SELL	-0.83	7.4	3.53e-18
2	Immune cells	CD8Tex	CD8Tex	KLRF1	0.43	32.8	3.95e-18
2	Immune cells	CD8Tex	CD8Tex	RPS26	0.3	100.0	4.39e-18
2	Immune cells	CD8Tex	CD8Tex	TNFSF13B	-0.91	2.6	4.39e-18
2	Immune cells	CD8Tex	CD8Tex	HLA-E	0.37	98.4	5.3e-18
2	Immune cells	CD8Tex	CD8Tex	TYMP	-0.95	20.6	7.02e-18
2	Immune cells	CD8Tex	CD8Tex	LITAF	0.58	63.0	9e-18
2	Immune cells	CD8Tex	CD8Tex	FUS	0.57	72.5	1.1e-17
2	Immune cells	CD8Tex	CD8Tex	NCF2	-0.87	1.6	1.14e-17
2	Immune cells	CD8Tex	CD8Tex	PRKCH	0.54	39.7	1.15e-17
2	Immune cells	CD8Tex	CD8Tex	APLP2	-0.87	6.9	1.2e-17
2	Immune cells	CD8Tex	CD8Tex	PPP2R2B	0.41	20.1	1.3e-17
2	Immune cells	CD8Tex	CD8Tex	FPR1	-0.84	0.5	1.46e-17
2	Immune cells	CD8Tex	CD8Tex	LGALS3	-0.76	6.9	2.16e-17
2	Immune cells	CD8Tex	CD8Tex	TIMP1	-0.87	11.6	4.93e-17
2	Immune cells	CD8Tex	CD8Tex	RPS2	0.28	100.0	5.01e-17
2	Immune cells	CD8Tex	CD8Tex	PILRB	0.48	27.5	9.46e-17
2	Immune cells	CD8Tex	CD8Tex	CSF3R	-0.83	2.1	1.35e-16
2	Immune cells	CD8Tex	CD8Tex	RBP7	-0.99	1.6	1.46e-16
2	Immune cells	CD8Tex	CD8Tex	MEF2C	-0.83	1.1	1.62e-16
2	Immune cells	CD8Tex	CD8Tex	CD93	-0.85	0.0	1.69e-16
2	Immune cells	CD8Tex	CD8Tex	RPS20	0.3	100.0	1.77e-16
2	Immune cells	CD8Tex	CD8Tex	OAZ1	-0.58	94.7	1.78e-16
2	Immune cells	CD8Tex	CD8Tex	MT-ND3	-0.44	100.0	2.13e-16
2	Immune cells	CD8Tex	CD8Tex	RUNX3	0.59	38.6	2.13e-16
