Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
3	Immune cells	Mono/Macro	M1	CTSZ	0.57	61.9	2.39e-18
3	Immune cells	Mono/Macro	M1	THEMIS2	0.49	61.0	2.42e-18
3	Immune cells	Mono/Macro	M1	SMCO4	0.44	50.8	2.49e-18
3	Immune cells	Mono/Macro	M1	LGALS3	0.57	76.3	3.24e-18
3	Immune cells	Mono/Macro	M1	C1QA	0.74	14.4	3.81e-18
3	Immune cells	Mono/Macro	M1	ARPC1B	0.52	97.5	4.21e-18
3	Immune cells	Mono/Macro	M1	CEBPB	0.64	84.7	7.76e-18
3	Immune cells	Mono/Macro	M1	ZNF385A	0.42	39.0	1.04e-17
3	Immune cells	Mono/Macro	M1	FGR	0.55	83.9	1.07e-17
3	Immune cells	Mono/Macro	M1	P2RY13	0.5	45.8	1.83e-17
3	Immune cells	Mono/Macro	M1	MEF2C	0.44	66.1	1.92e-17
3	Immune cells	Mono/Macro	M1	JUNB	0.64	85.6	2.07e-17
3	Immune cells	Mono/Macro	M1	GRN	0.55	85.6	2.27e-17
3	Immune cells	Mono/Macro	M1	TSPAN4	0.25	22.9	2.92e-17
3	Immune cells	Mono/Macro	M1	RNF130	0.5	73.7	3.29e-17
3	Immune cells	Mono/Macro	M1	SLC25A6	0.54	97.5	3.57e-17
3	Immune cells	Mono/Macro	M1	GABARAP	0.55	89.0	5.75e-17
3	Immune cells	Mono/Macro	M1	EMR2	0.38	30.5	5.88e-17
3	Immune cells	Mono/Macro	M1	LGALS9	0.54	60.2	1.55e-16
3	Immune cells	Mono/Macro	M1	IL32	-2.07	16.9	1.92e-16
3	Immune cells	Mono/Macro	M1	CTSB	0.56	74.6	2.16e-16
3	Immune cells	Mono/Macro	M1	LILRB2	0.47	45.8	2.87e-16
3	Immune cells	Mono/Macro	M1	CSF3R	0.46	67.8	3.04e-16
3	Immune cells	Mono/Macro	M1	CNPY3	0.54	83.1	4.47e-16
3	Immune cells	Mono/Macro	M1	HHEX	0.44	42.4	4.96e-16
3	Immune cells	Mono/Macro	M1	HLA-DMB	0.57	55.1	5.05e-16
3	Immune cells	Mono/Macro	M1	ASGR1	0.46	50.0	6.36e-16
3	Immune cells	Mono/Macro	M1	PPT1	0.46	75.4	6.83e-16
3	Immune cells	Mono/Macro	M1	TMSB10	0.3	100.0	7.7e-16
3	Immune cells	Mono/Macro	M1	HNMT	0.53	47.5	7.91e-16
3	Immune cells	Mono/Macro	M1	DPYSL2	0.46	57.6	1.07e-15
3	Immune cells	Mono/Macro	M1	SECTM1	0.3	24.6	1.39e-15
3	Immune cells	Mono/Macro	M1	ATP6V1B2	0.49	68.6	1.4e-15
3	Immune cells	Mono/Macro	M1	CD302	0.41	61.9	1.4e-15
3	Immune cells	Mono/Macro	M1	NAGK	0.42	60.2	1.98e-15
3	Immune cells	Mono/Macro	M1	SYK	0.43	44.9	1.99e-15
3	Immune cells	Mono/Macro	M1	NUDT16	0.43	45.8	2.43e-15
3	Immune cells	Mono/Macro	M1	SLC25A5	0.57	83.9	2.5e-15
3	Immune cells	Mono/Macro	M1	OAZ1	0.37	99.2	2.75e-15
3	Immune cells	Mono/Macro	M1	CYBB	0.4	78.8	3.62e-15
3	Immune cells	Mono/Macro	M1	GPX4	0.49	93.2	3.89e-15
3	Immune cells	Mono/Macro	M1	BTG1	-0.72	89.0	4.73e-15
3	Immune cells	Mono/Macro	M1	CD3E	-1.28	1.7	5.16e-15
3	Immune cells	Mono/Macro	M1	FCGR2A	0.36	54.2	6.96e-15
3	Immune cells	Mono/Macro	M1	LILRA1	0.43	31.4	7.25e-15
3	Immune cells	Mono/Macro	M1	FNIP2	0.32	28.0	7.55e-15
3	Immune cells	Mono/Macro	M1	ASAH1	0.51	76.3	8.35e-15
3	Immune cells	Mono/Macro	M1	PABPC1	0.39	100.0	8.39e-15
3	Immune cells	Mono/Macro	M1	MPEG1	0.48	74.6	9.09e-15
3	Immune cells	Mono/Macro	M1	LYN	0.47	57.6	9.29e-15
3	Immune cells	Mono/Macro	M1	GPX1	0.37	99.2	9.48e-15
3	Immune cells	Mono/Macro	M1	CD3D	-1.42	11.0	1.26e-14
3	Immune cells	Mono/Macro	M1	VAMP8	0.49	91.5	1.27e-14
3	Immune cells	Mono/Macro	M1	RAC1	0.54	91.5	1.33e-14
3	Immune cells	Mono/Macro	M1	TNFSF13B	0.42	68.6	1.4e-14
3	Immune cells	Mono/Macro	M1	POU2F2	0.47	60.2	1.4e-14
3	Immune cells	Mono/Macro	M1	CLEC4A	0.42	55.1	1.6e-14
3	Immune cells	Mono/Macro	M1	CLEC12A	0.35	56.8	1.64e-14
3	Immune cells	Mono/Macro	M1	SEMA4A	0.32	26.3	1.82e-14
3	Immune cells	Mono/Macro	M1	ZNF706	0.56	66.9	2.13e-14
3	Immune cells	Mono/Macro	M1	QKI	0.47	52.5	2.41e-14
3	Immune cells	Mono/Macro	M1	ENTPD1	0.42	46.6	2.75e-14
3	Immune cells	Mono/Macro	M1	IFNGR1	0.5	62.7	2.77e-14
3	Immune cells	Mono/Macro	M1	SCIMP	0.4	43.2	3.12e-14
3	Immune cells	Mono/Macro	M1	PYCARD	0.58	86.4	3.47e-14
3	Immune cells	Mono/Macro	M1	ZYX	0.38	69.5	3.47e-14
3	Immune cells	Mono/Macro	M1	TMEM176A	0.44	55.9	3.82e-14
3	Immune cells	Mono/Macro	M1	PDK4	0.35	28.8	4.1e-14
3	Immune cells	Mono/Macro	M1	H3F3A	0.33	100.0	4.41e-14
3	Immune cells	Mono/Macro	M1	UBE2E2	0.26	27.1	7.5e-14
3	Immune cells	Mono/Macro	M1	BLVRA	0.42	41.5	7.5e-14
3	Immune cells	Mono/Macro	M1	KCNMB1	0.25	21.2	8.35e-14
3	Immune cells	Mono/Macro	M1	RNH1	0.47	69.5	1.11e-13
3	Immune cells	Mono/Macro	M1	CRTAP	0.42	60.2	1.83e-13
3	Immune cells	Mono/Macro	M1	PGLS	0.47	88.1	2.29e-13
3	Immune cells	Mono/Macro	M1	PLEKHO1	0.44	44.1	2.57e-13
3	Immune cells	Mono/Macro	M1	SLC15A3	0.26	24.6	3.06e-13
3	Immune cells	Mono/Macro	M1	SLC8A1	0.41	28.8	3.22e-13
3	Immune cells	Mono/Macro	M1	LRP1	0.37	37.3	5.08e-13
3	Immune cells	Mono/Macro	M1	SLC11A1	0.44	60.2	5.81e-13
3	Immune cells	Mono/Macro	M1	DRAM2	0.46	58.5	6.07e-13
3	Immune cells	Mono/Macro	M1	CARD16	0.5	81.4	6.7e-13
3	Immune cells	Mono/Macro	M1	DICER1	0.39	46.6	6.89e-13
3	Immune cells	Mono/Macro	M1	MARCKS	0.47	38.1	8.22e-13
3	Immune cells	Mono/Macro	M1	MYD88	0.41	40.7	8.27e-13
3	Immune cells	Mono/Macro	M1	RNASET2	0.53	68.6	8.95e-13
3	Immune cells	Mono/Macro	M1	EIF4EBP1	0.35	50.0	1.22e-12
3	Immune cells	Mono/Macro	M1	GDI2	0.53	82.2	1.28e-12
3	Immune cells	Mono/Macro	M1	ODF3B	0.42	40.7	1.33e-12
3	Immune cells	Mono/Macro	M1	RAB31	0.38	55.1	1.38e-12
3	Immune cells	Mono/Macro	M1	RNF141	0.44	32.2	1.43e-12
3	Immune cells	Mono/Macro	M1	TSPO	0.38	96.6	1.43e-12
3	Immune cells	Mono/Macro	M1	SNX10	0.5	55.9	1.61e-12
3	Immune cells	Mono/Macro	M1	H2AFY	0.46	77.1	1.85e-12
3	Immune cells	Mono/Macro	M1	GZMM	-1.05	1.7	2.01e-12
3	Immune cells	Mono/Macro	M1	KLF4	0.33	33.9	2.13e-12
3	Immune cells	Mono/Macro	M1	MARCH1	0.35	69.5	2.25e-12
3	Immune cells	Mono/Macro	M1	TBXAS1	0.42	39.0	2.41e-12
3	Immune cells	Mono/Macro	M1	HMOX1	0.33	28.0	2.54e-12
3	Immune cells	Mono/Macro	M1	CD93	0.4	58.5	2.62e-12
3	Immune cells	Mono/Macro	M1	FPR1	0.39	61.0	2.63e-12
3	Immune cells	Mono/Macro	M1	RAB24	0.4	38.1	2.7e-12
3	Immune cells	Mono/Macro	M1	ADCY7	0.33	40.7	2.76e-12
3	Immune cells	Mono/Macro	M1	SCARB2	0.25	20.3	2.99e-12
3	Immune cells	Mono/Macro	M1	CD300LF	0.33	30.5	3.25e-12
3	Immune cells	Mono/Macro	M1	YBX1	0.47	97.5	3.66e-12
3	Immune cells	Mono/Macro	M1	SLC22A18	0.26	22.9	3.81e-12
3	Immune cells	Mono/Macro	M1	CD36	0.35	73.7	3.83e-12
3	Immune cells	Mono/Macro	M1	FAM49A	0.33	47.5	4.39e-12
3	Immune cells	Mono/Macro	M1	ZEB2	0.45	72.9	4.43e-12
3	Immune cells	Mono/Macro	M1	NAPRT1	0.34	46.6	7.74e-12
3	Immune cells	Mono/Macro	M1	CD14	0.49	66.9	8.19e-12
3	Immune cells	Mono/Macro	M1	TPI1	0.5	83.9	8.97e-12
3	Immune cells	Mono/Macro	M1	TNFRSF1A	0.38	54.2	8.97e-12
3	Immune cells	Mono/Macro	M1	IL17RA	0.32	54.2	9.54e-12
3	Immune cells	Mono/Macro	M1	ZDHHC1	0.29	13.6	1.04e-11
3	Immune cells	Mono/Macro	M1	PFDN5	0.32	100.0	1.07e-11
3	Immune cells	Mono/Macro	M1	IFNGR2	0.35	54.2	1.17e-11
3	Immune cells	Mono/Macro	M1	CD2	-1.26	11.9	1.24e-11
3	Immune cells	Mono/Macro	M1	LY96	0.43	48.3	1.32e-11
3	Immune cells	Mono/Macro	M1	PRDX3	0.42	52.5	1.32e-11
3	Immune cells	Mono/Macro	M1	PRAM1	0.31	42.4	1.4e-11
3	Immune cells	Mono/Macro	M1	PLSCR1	0.4	42.4	1.47e-11
3	Immune cells	Mono/Macro	M1	ARRB1	0.32	27.1	1.59e-11
3	Immune cells	Mono/Macro	M1	EIF1	0.29	100.0	1.59e-11
3	Immune cells	Mono/Macro	M1	SERPINB6	0.37	49.2	1.88e-11
3	Immune cells	Mono/Macro	M1	FGD2	0.33	29.7	1.88e-11
3	Immune cells	Mono/Macro	M1	RNASE6	0.46	56.8	2e-11
3	Immune cells	Mono/Macro	M1	SPINT2	0.31	39.8	2.89e-11
3	Immune cells	Mono/Macro	M1	SGK1	0.42	31.4	3.03e-11
3	Immune cells	Mono/Macro	M1	KLF10	0.31	43.2	3.03e-11
3	Immune cells	Mono/Macro	M1	SH3BP2	0.29	37.3	3.18e-11
3	Immune cells	Mono/Macro	M1	LYZ	0.44	98.3	3.41e-11
3	Immune cells	Mono/Macro	M1	GZMA	-1.57	9.3	3.75e-11
3	Immune cells	Mono/Macro	M1	CD3G	-0.95	0.8	3.92e-11
3	Immune cells	Mono/Macro	M1	PABPC4	0.45	61.9	4.06e-11
3	Immune cells	Mono/Macro	M1	CASP1	0.45	73.7	4.26e-11
3	Immune cells	Mono/Macro	M1	RHOG	0.44	79.7	4.27e-11
3	Immune cells	Mono/Macro	M1	ATP6V0B	0.39	74.6	4.47e-11
3	Immune cells	Mono/Macro	M1	SERF2	0.28	100.0	4.78e-11
3	Immune cells	Mono/Macro	M1	HPSE	0.41	32.2	4.98e-11
3	Immune cells	Mono/Macro	M1	MNDA	0.27	94.1	5.18e-11
3	Immune cells	Mono/Macro	M1	SAMHD1	0.41	78.0	5.22e-11
3	Immune cells	Mono/Macro	M1	SH3TC1	0.29	21.2	5.61e-11
3	Immune cells	Mono/Macro	M1	YBX3	0.44	59.3	5.83e-11
3	Immune cells	Mono/Macro	M1	AP2S1	0.4	85.6	5.85e-11
3	Immune cells	Mono/Macro	M1	C3AR1	0.37	30.5	6.57e-11
3	Immune cells	Mono/Macro	M1	COX8A	0.41	93.2	7.12e-11
3	Immune cells	Mono/Macro	M1	PEA15	0.28	23.7	7.51e-11
3	Immune cells	Mono/Macro	M1	ARPC3	0.37	97.5	8.18e-11
3	Immune cells	Mono/Macro	M1	SEC11A	0.45	83.1	8.35e-11
3	Immune cells	Mono/Macro	M1	RCOR1	0.35	26.3	8.81e-11
3	Immune cells	Mono/Macro	M1	CD7	-1.15	5.9	1.01e-10
3	Immune cells	Mono/Macro	M1	VAMP5	0.5	63.6	1.1e-10
3	Immune cells	Mono/Macro	M1	NOTCH2	0.35	40.7	1.25e-10
3	Immune cells	Mono/Macro	M1	GAPDH	0.33	100.0	1.36e-10
3	Immune cells	Mono/Macro	M1	SMAP2	0.44	72.0	1.38e-10
3	Immune cells	Mono/Macro	M1	RAP1A	0.39	78.8	1.51e-10
3	Immune cells	Mono/Macro	M1	RHOA	0.37	98.3	1.56e-10
3	Immune cells	Mono/Macro	M1	CECR1	0.45	49.2	1.58e-10
3	Immune cells	Mono/Macro	M1	PTAFR	0.33	31.4	1.88e-10
3	Immune cells	Mono/Macro	M1	ALOX5	0.3	44.9	2.07e-10
3	Immune cells	Mono/Macro	M1	CD86	0.27	32.2	2.21e-10
3	Immune cells	Mono/Macro	M1	MALAT1	-0.75	100.0	2.68e-10
3	Immune cells	Mono/Macro	M1	NUP214	0.33	70.3	2.74e-10
3	Immune cells	Mono/Macro	M1	ITPK1	0.25	24.6	3.27e-10
3	Immune cells	Mono/Macro	M1	ALDH2	0.39	47.5	3.4e-10
3	Immune cells	Mono/Macro	M1	KCTD12	0.35	66.9	3.77e-10
3	Immune cells	Mono/Macro	M1	CAMKK2	0.28	20.3	3.8e-10
3	Immune cells	Mono/Macro	M1	FAM117B	0.25	22.0	4.02e-10
3	Immune cells	Mono/Macro	M1	TMEM219	0.38	70.3	4.68e-10
3	Immune cells	Mono/Macro	M1	FUOM	0.27	35.6	4.73e-10
3	Immune cells	Mono/Macro	M1	LTA4H	0.34	80.5	4.75e-10
3	Immune cells	Mono/Macro	M1	RTN4	0.37	77.1	4.85e-10
3	Immune cells	Mono/Macro	M1	TNFRSF1B	0.38	62.7	4.88e-10
3	Immune cells	Mono/Macro	M1	RASSF2	0.28	48.3	5.36e-10
3	Immune cells	Mono/Macro	M1	CMTM6	0.35	68.6	5.77e-10
3	Immune cells	Mono/Macro	M1	IRS2	0.36	42.4	5.8e-10
3	Immune cells	Mono/Macro	M1	RASSF4	0.26	23.7	7.33e-10
3	Immune cells	Mono/Macro	M1	APOBEC3A	0.33	26.3	7.39e-10
3	Immune cells	Mono/Macro	M1	MTMR11	0.32	28.0	8.47e-10
3	Immune cells	Mono/Macro	M1	AOAH	0.28	46.6	8.98e-10
3	Immune cells	Mono/Macro	M1	IFIT3	0.26	14.4	8.99e-10
3	Immune cells	Mono/Macro	M1	CTSW	-1.27	10.2	9.64e-10
3	Immune cells	Mono/Macro	M1	VIM	0.43	97.5	9.98e-10
3	Immune cells	Mono/Macro	M1	SERP1	0.4	89.8	1.03e-09
3	Immune cells	Mono/Macro	M1	IER5	0.35	28.8	1.06e-09
3	Immune cells	Mono/Macro	M1	ALDOA	0.36	94.9	1.13e-09
3	Immune cells	Mono/Macro	M1	SLC25A3	0.42	86.4	1.15e-09
3	Immune cells	Mono/Macro	M1	STXBP2	0.32	79.7	1.17e-09
3	Immune cells	Mono/Macro	M1	VMA21	0.36	48.3	1.17e-09
3	Immune cells	Mono/Macro	M1	SLIRP	0.34	61.9	1.48e-09
3	Immune cells	Mono/Macro	M1	TIMP1	0.33	72.0	1.54e-09
3	Immune cells	Mono/Macro	M1	AES	-0.88	25.4	1.81e-09
3	Immune cells	Mono/Macro	M1	LILRB1	0.33	33.9	2.05e-09
3	Immune cells	Mono/Macro	M1	RNF149	0.42	63.6	2.12e-09
3	Immune cells	Mono/Macro	M1	CALM2	0.41	94.1	2.17e-09
3	Immune cells	Mono/Macro	M1	MARCO	0.28	16.1	2.31e-09
3	Immune cells	Mono/Macro	M1	ANXA2	0.42	83.1	2.4e-09
3	Immune cells	Mono/Macro	M1	CD1D	0.34	32.2	2.41e-09
3	Immune cells	Mono/Macro	M1	PER1	0.28	28.0	2.42e-09
3	Immune cells	Mono/Macro	M1	GZMH	-1.6	10.2	2.42e-09
3	Immune cells	Mono/Macro	M1	TIMM13	0.34	58.5	2.69e-09
3	Immune cells	Mono/Macro	M1	ATG3	0.33	53.4	2.74e-09
3	Immune cells	Mono/Macro	M1	LYST	0.32	53.4	2.79e-09
3	Immune cells	Mono/Macro	M1	IL13RA1	0.36	28.0	2.92e-09
3	Immune cells	Mono/Macro	M1	TPP1	0.36	55.9	3.07e-09
3	Immune cells	Mono/Macro	M1	CHPT1	0.26	39.8	3.26e-09
3	Immune cells	Mono/Macro	M1	C10orf54	0.44	80.5	3.36e-09
3	Immune cells	Mono/Macro	M1	OGFRL1	0.35	41.5	3.45e-09
3	Immune cells	Mono/Macro	M1	ARL4A	0.3	34.7	3.59e-09
3	Immune cells	Mono/Macro	M1	TNFSF10	0.38	55.1	3.64e-09
3	Immune cells	Mono/Macro	M1	ARRB2	0.33	73.7	3.88e-09
3	Immune cells	Mono/Macro	M1	RNF13	0.36	43.2	4.08e-09
3	Immune cells	Mono/Macro	M1	LAMTOR2	0.39	61.9	4.08e-09
3	Immune cells	Mono/Macro	M1	S100A6	0.28	100.0	4.14e-09
3	Immune cells	Mono/Macro	M1	GNAI2	0.37	80.5	4.58e-09
3	Immune cells	Mono/Macro	M1	EIF4A1	0.42	89.8	4.63e-09
3	Immune cells	Mono/Macro	M1	SNX3	0.36	89.0	5.15e-09
3	Immune cells	Mono/Macro	M1	BTK	0.26	29.7	5.51e-09
3	Immune cells	Mono/Macro	M1	IL2RG	-0.74	10.2	5.84e-09
3	Immune cells	Mono/Macro	M1	MAPKAPK3	0.34	44.9	7.17e-09
3	Immune cells	Mono/Macro	M1	ZFP36	0.38	70.3	7.3e-09
3	Immune cells	Mono/Macro	M1	ZFAND5	0.31	55.1	8.74e-09
3	Immune cells	Mono/Macro	M1	NDUFB5	0.34	61.0	8.78e-09
3	Immune cells	Mono/Macro	M1	AHR	0.41	33.1	8.93e-09
3	Immune cells	Mono/Macro	M1	PTPRE	0.26	54.2	9.13e-09
3	Immune cells	Mono/Macro	M1	RPS29	-0.48	100.0	9.16e-09
3	Immune cells	Mono/Macro	M1	SKAP2	0.32	59.3	9.31e-09
3	Immune cells	Mono/Macro	M1	CLTA	0.38	72.9	9.54e-09
3	Immune cells	Mono/Macro	M1	PAK2	0.34	56.8	1e-08
3	Immune cells	Mono/Macro	M1	HOTAIRM1	0.32	35.6	1.05e-08
3	Immune cells	Mono/Macro	M1	TLR2	0.32	39.0	1.18e-08
3	Immune cells	Mono/Macro	M1	CD163	0.34	39.0	1.2e-08
3	Immune cells	Mono/Macro	M1	ACAP1	-0.79	20.3	1.57e-08
3	Immune cells	Mono/Macro	M1	LGALS1	0.29	99.2	1.59e-08
3	Immune cells	Mono/Macro	M1	SPTLC2	0.29	39.8	1.62e-08
3	Immune cells	Mono/Macro	M1	FKBP5	0.4	75.4	1.7e-08
3	Immune cells	Mono/Macro	M1	COX5A	0.34	68.6	1.71e-08
3	Immune cells	Mono/Macro	M1	LCK	-0.82	9.3	1.74e-08
3	Immune cells	Mono/Macro	M1	KLRD1	-1.11	2.5	1.78e-08
3	Immune cells	Mono/Macro	M1	MTSS1	0.37	20.3	1.83e-08
3	Immune cells	Mono/Macro	M1	EVI2B	0.38	92.4	1.98e-08
3	Immune cells	Mono/Macro	M1	LAP3	0.31	31.4	2.14e-08
3	Immune cells	Mono/Macro	M1	SMIM14	0.27	38.1	2.18e-08
3	Immune cells	Mono/Macro	M1	GRINA	0.27	44.9	2.92e-08
3	Immune cells	Mono/Macro	M1	NDUFV3	0.27	39.0	3.03e-08
3	Immune cells	Mono/Macro	M1	RPS3	-0.39	100.0	3.89e-08
3	Immune cells	Mono/Macro	M1	ZBTB16	0.3	35.6	4.03e-08
3	Immune cells	Mono/Macro	M1	S100A4	0.28	100.0	4.12e-08
3	Immune cells	Mono/Macro	M1	REL	0.27	47.5	4.17e-08
3	Immune cells	Mono/Macro	M1	CCNY	0.29	44.9	4.17e-08
3	Immune cells	Mono/Macro	M1	S100A10	0.45	91.5	4.28e-08
3	Immune cells	Mono/Macro	M1	PAK1	0.32	33.1	4.41e-08
3	Immune cells	Mono/Macro	M1	STX10	0.29	54.2	4.44e-08
3	Immune cells	Mono/Macro	M1	SPG21	0.29	64.4	5e-08
3	Immune cells	Mono/Macro	M1	ATP5F1	0.33	76.3	6.82e-08
3	Immune cells	Mono/Macro	M1	CCL5	-2.1	48.3	7.17e-08
3	Immune cells	Mono/Macro	M1	ABI3	0.38	43.2	7.56e-08
3	Immune cells	Mono/Macro	M1	HRH2	0.26	23.7	7.79e-08
3	Immune cells	Mono/Macro	M1	NDUFS6	0.28	72.9	7.98e-08
3	Immune cells	Mono/Macro	M1	TNFAIP8L2	0.25	33.1	8.1e-08
3	Immune cells	Mono/Macro	M1	IER2	0.5	68.6	8.79e-08
3	Immune cells	Mono/Macro	M1	LAMTOR4	0.34	88.1	8.88e-08
3	Immune cells	Mono/Macro	M1	CD300E	0.27	32.2	9.11e-08
3	Immune cells	Mono/Macro	M1	SOX4	0.29	30.5	9.32e-08
3	Immune cells	Mono/Macro	M1	FAM45A	0.35	48.3	9.43e-08
3	Immune cells	Mono/Macro	M1	MGST2	0.32	30.5	9.44e-08
3	Immune cells	Mono/Macro	M1	HEXB	0.26	43.2	9.66e-08
3	Immune cells	Mono/Macro	M1	BID	0.25	39.8	1.03e-07
3	Immune cells	Mono/Macro	M1	AC092580.4	-0.79	0.0	1.04e-07
3	Immune cells	Mono/Macro	M1	ITM2B	0.32	98.3	1.09e-07
3	Immune cells	Mono/Macro	M1	PPM1F	0.26	22.9	1.14e-07
3	Immune cells	Mono/Macro	M1	TRMT1	0.27	39.8	1.21e-07
3	Immune cells	Mono/Macro	M1	HSD17B11	0.33	74.6	1.22e-07
3	Immune cells	Mono/Macro	M1	PICALM	0.26	41.5	1.27e-07
3	Immune cells	Mono/Macro	M1	EVI5	0.26	21.2	1.29e-07
3	Immune cells	Mono/Macro	M1	BCKDK	0.26	26.3	1.3e-07
3	Immune cells	Mono/Macro	M1	PRF1	-1.2	6.8	1.53e-07
3	Immune cells	Mono/Macro	M1	RARRES3	-0.73	26.3	1.62e-07
3	Immune cells	Mono/Macro	M1	LINC00861	-0.65	1.7	1.63e-07
3	Immune cells	Mono/Macro	M1	HIGD2A	0.37	81.4	1.75e-07
3	Immune cells	Mono/Macro	M1	ANXA5	0.29	66.1	1.76e-07
3	Immune cells	Mono/Macro	M1	SAT2	0.29	50.8	1.78e-07
3	Immune cells	Mono/Macro	M1	EVL	-0.85	35.6	1.83e-07
3	Immune cells	Mono/Macro	M1	OAZ2	0.31	40.7	1.95e-07
3	Immune cells	Mono/Macro	M1	BEST1	0.28	26.3	1.97e-07
3	Immune cells	Mono/Macro	M1	HSBP1	0.35	58.5	1.97e-07
3	Immune cells	Mono/Macro	M1	CSTB	0.37	79.7	2.05e-07
3	Immune cells	Mono/Macro	M1	IQGAP1	0.27	71.2	2.31e-07
3	Immune cells	Mono/Macro	M1	DOCK2	0.29	42.4	2.63e-07
3	Immune cells	Mono/Macro	M1	SNF8	0.26	50.0	2.74e-07
3	Immune cells	Mono/Macro	M1	MRPL12	0.27	36.4	2.74e-07
3	Immune cells	Mono/Macro	M1	PRCP	0.3	28.8	3.15e-07
3	Immune cells	Mono/Macro	M1	CST7	-1.29	18.6	3.19e-07
3	Immune cells	Mono/Macro	M1	CCL4	-1.22	6.8	3.39e-07
3	Immune cells	Mono/Macro	M1	SRA1	0.26	32.2	3.53e-07
3	Immune cells	Mono/Macro	M1	CD247	-0.82	4.2	3.68e-07
3	Immune cells	Mono/Macro	M1	RYBP	0.27	25.4	3.99e-07
3	Immune cells	Mono/Macro	M1	NFE2L2	0.26	40.7	4.17e-07
3	Immune cells	Mono/Macro	M1	EIF2A	0.27	47.5	4.43e-07
3	Immune cells	Mono/Macro	M1	TRIM22	0.29	46.6	4.86e-07
3	Immune cells	Mono/Macro	M1	ARL4C	-0.66	4.2	5.02e-07
3	Immune cells	Mono/Macro	M1	ATOX1	0.3	52.5	5.06e-07
3	Immune cells	Mono/Macro	M1	UBE2D1	0.29	48.3	6.22e-07
3	Immune cells	Mono/Macro	M1	DPYD	0.32	44.1	6.39e-07
3	Immune cells	Mono/Macro	M1	DDX21	0.34	54.2	6.52e-07
3	Immune cells	Mono/Macro	M1	IL7R	-1.14	5.1	6.99e-07
3	Immune cells	Mono/Macro	M1	MYL12A	-0.52	86.4	7.45e-07
3	Immune cells	Mono/Macro	M1	RP11-108M9.4	0.27	32.2	7.47e-07
3	Immune cells	Mono/Macro	M1	GZMB	-1.37	4.2	7.8e-07
3	Immune cells	Mono/Macro	M1	ARPC2	0.27	97.5	8.19e-07
3	Immune cells	Mono/Macro	M1	UTRN	0.31	44.9	8.62e-07
3	Immune cells	Mono/Macro	M1	RPL3	-0.4	99.2	8.97e-07
3	Immune cells	Mono/Macro	M1	RPS26	-0.26	100.0	9.73e-07
3	Immune cells	Mono/Macro	M1	LBH	-0.62	2.5	9.74e-07
3	Immune cells	Mono/Macro	M1	PATL2	-0.73	2.5	1.11e-06
3	Immune cells	Mono/Macro	M1	ALOX5AP	-0.7	14.4	1.11e-06
3	Immune cells	Mono/Macro	M1	EIF3K	0.3	91.5	1.15e-06
3	Immune cells	Mono/Macro	M1	MOB1A	0.33	69.5	1.18e-06
3	Immune cells	Mono/Macro	M1	RHOH	-0.55	1.7	1.22e-06
3	Immune cells	Mono/Macro	M1	PYHIN1	-0.59	0.0	1.26e-06
3	Immune cells	Mono/Macro	M1	UNC93B1	0.26	26.3	1.34e-06
3	Immune cells	Mono/Macro	M1	KIAA1033	0.25	37.3	1.36e-06
3	Immune cells	Mono/Macro	M1	NKG7	-2.32	35.6	1.36e-06
3	Immune cells	Mono/Macro	M1	ATP5G2	0.25	97.5	1.43e-06
3	Immune cells	Mono/Macro	M1	GLRX	0.31	73.7	1.62e-06
3	Immune cells	Mono/Macro	M1	STK17A	-0.6	5.1	1.8e-06
3	Immune cells	Mono/Macro	M1	NFKBIZ	0.3	35.6	2.03e-06
3	Immune cells	Mono/Macro	M1	ETS1	-0.61	3.4	2.12e-06
3	Immune cells	Mono/Macro	M1	ESD	0.34	50.8	2.18e-06
3	Immune cells	Mono/Macro	M1	HOPX	-0.84	4.2	2.51e-06
3	Immune cells	Mono/Macro	M1	S100A9	-0.28	100.0	2.56e-06
3	Immune cells	Mono/Macro	M1	C5AR1	0.25	25.4	2.58e-06
3	Immune cells	Mono/Macro	M1	SYNGR2	0.25	40.7	2.6e-06
3	Immune cells	Mono/Macro	M1	NAP1L1	0.31	91.5	2.64e-06
3	Immune cells	Mono/Macro	M1	ATP6V1F	0.33	69.5	2.94e-06
3	Immune cells	Mono/Macro	M1	DYNLT1	0.27	57.6	2.96e-06
3	Immune cells	Mono/Macro	M1	C12orf75	-0.73	11.0	3.55e-06
3	Immune cells	Mono/Macro	M1	CORO1B	0.26	42.4	3.72e-06
3	Immune cells	Mono/Macro	M1	OPTN	-0.47	0.0	4.15e-06
3	Immune cells	Mono/Macro	M1	DPEP2	0.27	22.0	4.33e-06
3	Immune cells	Mono/Macro	M1	GZMK	-1.04	3.4	4.67e-06
3	Immune cells	Mono/Macro	M1	GLUL	0.31	58.5	4.88e-06
3	Immune cells	Mono/Macro	M1	ZNF581	0.26	31.4	4.9e-06
3	Immune cells	Mono/Macro	M1	COX5B	0.3	89.0	5.15e-06
3	Immune cells	Mono/Macro	M1	KLF6	0.34	76.3	5.19e-06
3	Immune cells	Mono/Macro	M1	SYNE2	-0.55	0.8	6.22e-06
3	Immune cells	Mono/Macro	M1	TUBA1B	0.37	62.7	6.4e-06
